scenario,method,n_train,eta,delta,lambda,true_value,true_regret,q05_value,cvar10_value,emp_nominal_value,emp_robust_value,emp_true_value,gamma_u,match_rate,selected_u_raw,hotspot_treat1_rate,lcb,coverage,gap,epsilon,kl_to_prior,rep_seed,replication
S0,pac_nominal_gibbs,200,3.0,nan,nan,0.5559110281271081,1.3582283092672398e-06,0.32058175377125936,0.30601154268632946,0.7304475348855793,0.7304475348855793,0.7304475348855793,0.0,0.6499954994103035,0.0,0.23935027887694588,nan,nan,nan,0.5,3.260603158986511,1859786275,4
S0,pac_robust_gibbs,200,3.0,0.2,nan,0.5559110281271081,1.3582283092672398e-06,0.32058175377125936,0.30601154268632946,0.7304475348855793,0.7304475348855793,0.7304475348855793,0.0,0.6499954994103035,0.0,0.23935027887694588,-0.035785935352489084,1.0,0.5916969634795972,0.5,3.260603158986511,1859786275,4
S0,pac_robust_gibbs,200,3.0,0.1,nan,0.5559110281271081,1.3582283092672398e-06,0.32058175377125936,0.30601154268632946,0.7304475348855793,0.7304475348855793,0.7304475348855793,0.0,0.6499954994103035,0.0,0.23935027887694588,-0.038096425954355584,1.0,0.5940074540814637,0.5,3.260603158986511,1859786275,4
S0,pac_robust_gibbs,200,3.0,0.05,nan,0.5559110281271081,1.3582283092672398e-06,0.32058175377125936,0.30601154268632946,0.7304475348855793,0.7304475348855793,0.7304475348855793,0.0,0.6499954994103035,0.0,0.23935027887694588,-0.04040691655622208,1.0,0.5963179446833302,0.5,3.260603158986511,1859786275,4
S0,owl_standard,200,nan,nan,0.001,0.5314313893024498,-0.0010788753606765233,0.30097127503698456,0.28570153622993977,0.644428507784481,0.644428507784481,0.644428507784481,0.0,0.595,0.0,0.2611,nan,nan,nan,0.5,,3687649985,5
S0,owl_clipped,200,nan,nan,1.0,0.5303525139417733,0.0,0.26582449085706333,0.2555657489028457,0.5733872882833362,0.5733872882833362,0.5733872882833362,0.0,0.54,0.0,0.23205,nan,nan,nan,0.5,,3687649985,5
S0,owl_robust_map,200,nan,nan,0.1,0.5321073501228905,-0.0017548361811171587,0.29883661068034595,0.2837424621869175,0.6416345713083939,0.6416345713083939,0.6416345713083939,0.0,0.59,0.0,0.25635,nan,nan,nan,0.5,,3687649985,5
S0,oracle_true_owl,200,nan,nan,1.0,0.5303525139417733,0.0,0.26582449085706333,0.2555657489028457,0.5733872882833362,0.5733872882833362,0.5733872882833362,0.0,0.54,0.0,0.23205,nan,nan,nan,0.5,,3687649985,5
S0,pac_nominal_gibbs,200,0.3,nan,nan,0.5269223586408321,0.003430155300941151,0.33266058754217154,0.3192245839414001,0.6169545891094896,0.6169545891094896,0.6169545891094896,0.0,0.5765494318718971,0.0,0.25268246616142825,nan,nan,nan,0.5,1.031913630375218,3687649985,5
S0,pac_robust_gibbs,200,0.3,0.2,nan,0.5269223586408321,0.003430155300941151,0.33266058754217154,0.3192245839414001,0.6169545891094896,0.6169545891094896,0.6169545891094896,0.0,0.5765494318718971,0.0,0.25268246616142825,0.45390953768251235,1.0,0.07301282095831979,0.5,1.031913630375218,3687649985,5
S0,pac_robust_gibbs,200,0.3,0.1,nan,0.5269223586408321,0.003430155300941151,0.33266058754217154,0.3192245839414001,0.6169545891094896,0.6169545891094896,0.6169545891094896,0.0,0.5765494318718971,0.0,0.25268246616142825,0.4308046316638475,1.0,0.09611772697698462,0.5,1.031913630375218,3687649985,5
S0,pac_robust_gibbs,200,0.3,0.05,nan,0.5269223586408321,0.003430155300941151,0.33266058754217154,0.3192245839414001,0.6169545891094896,0.6169545891094896,0.6169545891094896,0.0,0.5765494318718971,0.0,0.25268246616142825,0.4076997256451827,1.0,0.11922263299564945,0.5,1.031913630375218,3687649985,5
S0,pac_nominal_gibbs,200,1.0,nan,nan,0.531566340467866,-0.0012138265260926984,0.3068810943935945,0.2903773895425065,0.6426210698245748,0.6426210698245748,0.6426210698245748,0.0,0.5925221255595456,0.0,0.25877982563428187,nan,nan,nan,0.5,2.1939860229455497,3687649985,5
